movie_id,title,genre,rating,budget_million,gross_million,director,lead_actor,release_year
1006.0,Movie 1006,Horror,9.2,,300.0,,Actor D,2021.0
1007.0,Movie 1007,Horror,,30.0,300.0,Rajamouli,Actor A,2015.0
1008.0,Movie 1008,Horror,7.2,,150.0,Spielberg,Actor A,
1009.0,Movie 1009,Action,5.3,10.0,20.0,Rajamouli,Actor D,2015.0
1010.0,Movie 1010,Comedy,8.1,,80.0,Scorsese,Actor C,2022.0
1011.0,Movie 1011,Comedy,4.2,150.0,300.0,Scorsese,,2017.0
1012.0,Movie 1012,Sci-Fi,3.7,30.0,150.0,Cameron,Actor A,2019.0
1013.0,Movie 1013,Sci-Fi,8.4,150.0,300.0,Spielberg,Actor D,2018.0
1014.0,Movie 1014,Drama,7.7,60.0,300.0,Nolan,,2022.0
1015.0,Movie 1015,Romance,5.8,30.0,20.0,Nolan,Actor A,2015.0
1016.0,Movie 1016,Romance,4.7,10.0,600.0,Nolan,Actor A,2020.0
1017.0,Movie 1017,Action,3.6,,150.0,,Actor B,2015.0
1018.0,Movie 1018,Action,5.6,60.0,80.0,,,
1019.0,Movie 1019,Romance,7.4,100.0,80.0,,Actor D,2017.0
,Movie 1020,Action,8.3,60.0,150.0,Tarantino,Actor B,
1021.0,Movie 1021,Sci-Fi,6.2,10.0,80.0,Scorsese,,2018.0
1022.0,Movie 1022,Horror,8.9,30.0,,Rajamouli,Actor C,2022.0
1023.0,Movie 1023,Horror,8.1,100.0,,Cameron,,2022.0
1024.0,Movie 1024,Sci-Fi,6.2,,300.0,Spielberg,,2020.0
1025.0,Movie 1024,Horror,7.7,30.0,20.0,Spielberg,Actor B,2019.0
1026.0,Movie 1026,Romance,,100.0,20.0,Spielberg,Actor B,2020.0
1027.0,Movie 1027,Drama,8.7,,300.0,Scorsese,Actor C,2022.0
1028.0,Movie 1028,Thriller,7.6,60.0,20.0,Tarantino,Actor C,2020.0
1029.0,Movie 1029,Fantasy,8.7,100.0,,Spielberg,Actor C,2020.0
1030.0,Movie 1030,Romance,8.6,60.0,20.0,Cameron,Actor C,2015.0
1031.0,Movie 1031,Drama,8.2,100.0,,Cameron,Actor C,2022.0
1032.0,Movie 1032,Drama,6.2,60.0,20.0,,,2019.0
1033.0,Movie 1033,Thriller,5.4,30.0,80.0,,Actor D,2015.0
1034.0,Movie 1034,Romance,6.1,10.0,600.0,Rajamouli,Actor B,2020.0
1035.0,Movie 1035,Fantasy,8.3,10.0,,,,2022.0
1036.0,Movie 1036,Horror,6.6,150.0,300.0,Nolan,Actor D,
,Movie 1037,Fantasy,5.1,60.0,300.0,Nolan,,2015.0
1038.0,Movie 1038,Comedy,9.0,150.0,150.0,,Actor D,
1039.0,Movie 1039,Horror,6.6,30.0,80.0,Cameron,Actor B,2015.0
1040.0,Movie 1040,Action,5.0,60.0,600.0,Cameron,Actor B,2022.0
1041.0,Movie 1041,Romance,4.4,60.0,300.0,Scorsese,Actor C,2022.0
1042.0,Movie 1042,Comedy,4.5,60.0,,,Actor A,
1043.0,Movie 1043,Romance,4.5,60.0,80.0,Tarantino,Actor B,2016.0
1044.0,Movie 1044,Sci-Fi,4.9,150.0,80.0,Rajamouli,Actor A,2020.0
1045.0,Movie 1045,Drama,,150.0,20.0,Scorsese,,2018.0
1046.0,Movie 1046,Action,7.5,150.0,80.0,Rajamouli,Actor E,2022.0
1047.0,Movie 1047,Thriller,8.1,30.0,300.0,Spielberg,Actor D,2018.0
1048.0,Movie 1048,Thriller,3.8,10.0,300.0,Nolan,Actor D,2021.0
1049.0,Movie 1049,Romance,7.8,30.0,20.0,Rajamouli,,2016.0
1050.0,Movie 1049,Thriller,7.1,60.0,20.0,,Actor D,2020.0
1051.0,Movie 1051,Thriller,3.9,100.0,600.0,Scorsese,Actor E,2018.0
1052.0,Movie 1052,Action,5.0,10.0,600.0,Spielberg,Actor E,2020.0
1053.0,Movie 1053,Romance,8.0,10.0,80.0,Tarantino,Actor D,2020.0
,Movie 1054,Comedy,5.3,,80.0,Scorsese,Actor E,2018.0
1055.0,Movie 1055,Romance,7.1,30.0,600.0,Rajamouli,,2017.0
1056.0,Movie 1056,Comedy,8.6,60.0,300.0,Cameron,Actor A,2015.0
1057.0,Movie 1057,Horror,5.1,150.0,150.0,Spielberg,Actor C,2021.0
1058.0,Movie 1058,Drama,8.9,10.0,300.0,Scorsese,Actor B,2019.0
1059.0,Movie 1059,Thriller,7.0,30.0,150.0,Spielberg,Actor E,2019.0
1060.0,Movie 1060,Horror,6.4,10.0,80.0,,,2018.0
1061.0,Movie 1061,Drama,7.5,100.0,300.0,Scorsese,Actor C,2020.0
1062.0,Movie 1062,Drama,5.4,150.0,150.0,Spielberg,Actor C,
1063.0,Movie 1063,Thriller,5.3,100.0,600.0,Nolan,Actor D,2018.0
1064.0,Movie 1064,Drama,,30.0,300.0,Nolan,Actor B,2019.0
1065.0,Movie 1065,Comedy,8.0,150.0,600.0,Cameron,,2016.0
1066.0,Movie 1066,Fantasy,4.9,60.0,80.0,Rajamouli,Actor A,2016.0
1067.0,Movie 1067,Romance,5.4,100.0,80.0,Spielberg,Actor C,2021.0
1068.0,Movie 1068,Sci-Fi,4.6,10.0,20.0,Scorsese,Actor E,2022.0
1069.0,Movie 1069,Thriller,7.8,,,Cameron,,2019.0
1070.0,Movie 1070,Romance,4.9,100.0,600.0,Scorsese,,2020.0
,Movie 1071,Romance,9.2,30.0,600.0,Rajamouli,Actor C,2019.0
1072.0,Movie 1072,Thriller,7.7,150.0,80.0,Spielberg,Actor C,2019.0
1073.0,Movie 1073,Sci-Fi,7.5,150.0,80.0,Spielberg,Actor D,2021.0
1074.0,Movie 1074,Romance,7.3,60.0,150.0,Tarantino,Actor B,2018.0
1075.0,Movie 1074,Comedy,8.3,60.0,300.0,Scorsese,Actor A,2021.0
1076.0,Movie 1076,Thriller,6.0,10.0,300.0,Nolan,,
1077.0,Movie 1077,Action,4.0,30.0,80.0,Spielberg,Actor D,2019.0
1078.0,Movie 1078,Action,8.4,30.0,300.0,Scorsese,Actor A,
1079.0,Movie 1079,Horror,8.9,10.0,300.0,,Actor A,2017.0
1080.0,Movie 1080,Horror,6.6,10.0,80.0,Nolan,Actor B,2017.0
1081.0,Movie 1081,Drama,9.2,10.0,600.0,Scorsese,,
1082.0,Movie 1082,Romance,8.7,150.0,600.0,Cameron,Actor C,2016.0
1083.0,Movie 1083,Action,,150.0,150.0,Nolan,Actor B,2017.0
1084.0,Movie 1084,Romance,4.0,60.0,300.0,Tarantino,Actor A,2022.0
1085.0,Movie 1085,Action,5.7,10.0,600.0,Cameron,Actor D,2022.0
1086.0,Movie 1086,Comedy,5.6,60.0,,,,
1087.0,Movie 1087,Fantasy,8.2,10.0,300.0,,Actor A,2019.0
,Movie 1088,Romance,4.6,60.0,150.0,Tarantino,Actor B,2016.0
1089.0,Movie 1089,Thriller,4.3,30.0,,Spielberg,,2019.0
1090.0,Movie 1090,Drama,3.7,30.0,600.0,Tarantino,Actor D,
1091.0,Movie 1091,Romance,5.6,,80.0,,Actor C,2015.0
1092.0,Movie 1092,Romance,5.8,150.0,20.0,Cameron,Actor E,2015.0
1093.0,Movie 1093,Romance,8.3,,80.0,Tarantino,Actor C,2022.0
1094.0,Movie 1094,Drama,6.7,100.0,150.0,,,2015.0
1095.0,Movie 1095,Horror,6.9,60.0,80.0,Cameron,Actor A,2016.0
1096.0,Movie 1096,Romance,6.0,30.0,,Cameron,Actor D,
1097.0,Movie 1097,Drama,3.8,,,Scorsese,Actor E,
1098.0,Movie 1098,Thriller,7.5,60.0,20.0,Cameron,Actor B,2020.0
1099.0,Movie 1099,Fantasy,9.4,,,Tarantino,Actor A,
1100.0,Movie 1099,Romance,5.3,10.0,300.0,,Actor D,2016.0
1101.0,Movie 1101,Horror,5.4,30.0,80.0,Cameron,Actor E,2015.0
1102.0,Movie 1102,Action,,,80.0,Rajamouli,Actor D,2021.0
1103.0,Movie 1103,Action,6.8,,,Rajamouli,,
1104.0,Movie 1104,Horror,4.2,150.0,150.0,Scorsese,Actor C,2015.0
,Movie 1105,Fantasy,7.3,,,Nolan,Actor C,2016.0
1106.0,Movie 1106,Drama,7.2,60.0,600.0,Rajamouli,Actor A,2017.0
1107.0,Movie 1107,Romance,9.0,30.0,,Rajamouli,Actor E,2021.0
1108.0,Movie 1108,Fantasy,4.7,30.0,150.0,Rajamouli,Actor E,2017.0
1109.0,Movie 1109,Sci-Fi,4.1,10.0,150.0,Cameron,Actor D,2019.0
1110.0,Movie 1110,Fantasy,3.9,150.0,150.0,Rajamouli,,2021.0
1111.0,Movie 1111,Comedy,8.1,150.0,80.0,Tarantino,Actor C,2015.0
1112.0,Movie 1112,Drama,6.9,100.0,,,Actor B,2016.0
1113.0,Movie 1113,Horror,8.2,30.0,150.0,Nolan,,
1114.0,Movie 1114,Thriller,8.0,60.0,150.0,Cameron,Actor E,2018.0
1115.0,Movie 1115,Horror,4.8,30.0,20.0,Nolan,Actor C,2016.0
1116.0,Movie 1116,Action,5.5,,150.0,Nolan,,
1117.0,Movie 1117,Romance,9.0,10.0,300.0,Cameron,,2018.0
1118.0,Movie 1118,Thriller,4.2,150.0,80.0,Spielberg,Actor D,2016.0
1119.0,Movie 1119,Horror,4.2,10.0,600.0,Spielberg,Actor A,2017.0
1120.0,Movie 1120,Horror,6.9,100.0,80.0,Cameron,,2019.0
1121.0,Movie 1121,Comedy,,30.0,20.0,Spielberg,Actor D,2019.0
,Movie 1122,Drama,5.0,150.0,600.0,Nolan,Actor B,2015.0
1123.0,Movie 1123,Sci-Fi,5.9,60.0,80.0,Tarantino,,2019.0
1124.0,Movie 1124,Romance,4.8,30.0,600.0,Scorsese,Actor A,2022.0
1125.0,Movie 1124,Fantasy,8.5,,150.0,Tarantino,,2022.0
1126.0,Movie 1126,Drama,6.1,30.0,150.0,Cameron,Actor E,2017.0
1127.0,Movie 1127,Drama,3.8,10.0,600.0,Scorsese,Actor B,2021.0
1128.0,Movie 1128,Action,6.5,10.0,80.0,Nolan,Actor D,2018.0
1129.0,Movie 1129,Horror,5.3,100.0,150.0,Rajamouli,Actor C,2015.0
1130.0,Movie 1130,Romance,5.9,10.0,,Scorsese,Actor C,2016.0
1131.0,Movie 1131,Thriller,8.4,30.0,20.0,,,2019.0
1132.0,Movie 1132,Romance,5.0,30.0,,Rajamouli,Actor C,2020.0
1133.0,Movie 1133,Fantasy,6.8,,300.0,Spielberg,Actor B,2022.0
1134.0,Movie 1134,Sci-Fi,7.5,30.0,80.0,Spielberg,Actor A,2020.0
1135.0,Movie 1135,Comedy,6.8,30.0,150.0,Tarantino,Actor E,2017.0
1136.0,Movie 1136,Horror,8.5,150.0,,Scorsese,,2019.0
1137.0,Movie 1137,Sci-Fi,5.5,100.0,600.0,Cameron,Actor B,2015.0
1138.0,Movie 1138,Sci-Fi,6.0,150.0,300.0,Nolan,Actor B,2015.0
,Movie 1139,Thriller,5.6,60.0,80.0,Rajamouli,Actor E,2018.0
1140.0,Movie 1140,Sci-Fi,,30.0,,Scorsese,Actor E,2019.0
1141.0,Movie 1141,Drama,4.9,100.0,,Rajamouli,Actor D,2015.0
1142.0,Movie 1142,Thriller,4.1,100.0,300.0,Cameron,Actor E,2021.0
1143.0,Movie 1143,Thriller,7.6,60.0,300.0,Tarantino,Actor D,
1144.0,Movie 1144,Romance,8.6,10.0,150.0,,Actor E,2020.0
1145.0,Movie 1145,Thriller,6.5,30.0,,Cameron,Actor E,2017.0
1146.0,Movie 1146,Fantasy,8.3,60.0,150.0,Rajamouli,Actor A,2018.0
1147.0,Movie 1147,Drama,7.0,100.0,,,Actor A,2021.0
1148.0,Movie 1148,Fantasy,8.3,30.0,150.0,Spielberg,Actor D,
1149.0,Movie 1149,Romance,7.6,30.0,300.0,Nolan,Actor D,
1150.0,Movie 1149,Comedy,5.6,100.0,,Tarantino,,2015.0
1151.0,Movie 1151,Romance,7.7,30.0,150.0,Scorsese,Actor A,2016.0
1152.0,Movie 1152,Thriller,5.7,60.0,150.0,Spielberg,Actor D,
1153.0,Movie 1153,Horror,6.9,60.0,20.0,,Actor C,2018.0
1154.0,Movie 1154,Fantasy,3.6,30.0,20.0,,Actor C,
1155.0,Movie 1155,Comedy,3.6,60.0,150.0,Tarantino,Actor E,2016.0
,Movie 1156,Sci-Fi,6.9,30.0,,Rajamouli,Actor E,2016.0
1157.0,Movie 1157,Fantasy,4.7,60.0,600.0,Rajamouli,Actor D,2021.0
1158.0,Movie 1158,Action,8.5,60.0,150.0,Spielberg,,
1159.0,Movie 1159,Action,,30.0,80.0,Tarantino,Actor B,2016.0
1160.0,Movie 1160,Horror,6.7,30.0,80.0,Cameron,Actor B,2019.0
1161.0,Movie 1161,Romance,7.9,,20.0,Spielberg,Actor D,2022.0
1162.0,Movie 1162,Action,8.0,,80.0,Scorsese,Actor B,2015.0
1163.0,Movie 1163,Horror,5.1,100.0,150.0,Spielberg,Actor E,2018.0
1164.0,Movie 1164,Thriller,8.7,150.0,80.0,Tarantino,Actor E,2016.0
1165.0,Movie 1165,Fantasy,5.6,10.0,300.0,,Actor B,2018.0
1166.0,Movie 1166,Horror,4.6,60.0,,Cameron,Actor A,2018.0
1167.0,Movie 1167,Horror,5.2,150.0,600.0,Nolan,Actor C,2016.0
1168.0,Movie 1168,Sci-Fi,9.1,,,Tarantino,Actor B,
1169.0,Movie 1169,Horror,3.6,150.0,80.0,Tarantino,Actor C,2016.0
1170.0,Movie 1170,Romance,3.6,,600.0,Scorsese,,2022.0
1171.0,Movie 1171,Sci-Fi,8.6,10.0,150.0,,Actor C,2017.0
1172.0,Movie 1172,Sci-Fi,3.5,,80.0,Scorsese,Actor E,2022.0
,Movie 1173,Action,3.9,100.0,600.0,Scorsese,,2015.0
1174.0,Movie 1174,Drama,9.3,60.0,80.0,Nolan,Actor D,2020.0
1175.0,Movie 1174,Horror,6.8,30.0,600.0,Tarantino,Actor C,2015.0
1176.0,Movie 1176,Romance,4.2,150.0,,Rajamouli,,2015.0
1177.0,Movie 1177,Comedy,6.9,10.0,300.0,Rajamouli,Actor B,2018.0
1178.0,Movie 1178,Comedy,,150.0,150.0,Cameron,Actor E,2021.0
1179.0,Movie 1179,Thriller,6.7,10.0,300.0,Scorsese,Actor D,2015.0
1180.0,Movie 1180,Thriller,8.5,,150.0,Spielberg,Actor C,2017.0
1181.0,Movie 1181,Action,8.0,10.0,300.0,Tarantino,Actor A,2018.0
1182.0,Movie 1182,Romance,9.2,,600.0,Rajamouli,Actor C,
1183.0,Movie 1183,Sci-Fi,6.9,150.0,300.0,Rajamouli,Actor C,2019.0
1184.0,Movie 1184,Horror,9.3,60.0,20.0,Cameron,Actor A,
1185.0,Movie 1185,Thriller,7.4,,20.0,Cameron,Actor D,2015.0
1186.0,Movie 1186,Horror,4.4,100.0,80.0,Spielberg,Actor A,
1187.0,Movie 1187,Comedy,8.6,60.0,300.0,Scorsese,Actor B,2020.0
1188.0,Movie 1188,Drama,8.8,,,Spielberg,Actor C,2017.0
1189.0,Movie 1189,Sci-Fi,3.7,60.0,,Nolan,Actor E,2017.0
,Movie 1190,Action,9.5,100.0,20.0,Rajamouli,Actor A,
1191.0,Movie 1191,Sci-Fi,8.9,30.0,600.0,,Actor D,2018.0
1192.0,Movie 1192,Sci-Fi,8.8,60.0,150.0,Rajamouli,Actor E,2020.0
1193.0,Movie 1193,Fantasy,3.6,30.0,20.0,Scorsese,Actor C,2017.0
1194.0,Movie 1194,Romance,3.9,150.0,,Scorsese,Actor D,2021.0
1195.0,Movie 1195,Fantasy,7.5,100.0,20.0,,Actor C,2021.0
1196.0,Movie 1196,Fantasy,7.6,100.0,300.0,Nolan,Actor B,2018.0
1197.0,Movie 1197,Romance,,10.0,600.0,Scorsese,Actor B,
1198.0,Movie 1198,Sci-Fi,6.7,10.0,20.0,,Actor C,2021.0
1199.0,Movie 1199,Drama,5.5,,20.0,Spielberg,Actor D,2020.0
1200.0,Movie 1199,Sci-Fi,7.0,100.0,600.0,,Actor D,2018.0
1201.0,Movie 1201,Action,8.6,60.0,600.0,,Actor C,2016.0
1202.0,Movie 1202,Thriller,9.3,,150.0,,Actor B,2016.0
1203.0,Movie 1203,Fantasy,6.3,150.0,600.0,,,2016.0
1204.0,Movie 1204,Action,8.8,,,Cameron,Actor D,2022.0
1205.0,Movie 1205,Thriller,5.4,30.0,80.0,Tarantino,Actor B,2021.0
1206.0,Movie 1206,Sci-Fi,8.6,,150.0,Cameron,Actor A,2015.0
,Movie 1207,Drama,5.8,150.0,300.0,Spielberg,Actor C,2021.0
1208.0,Movie 1208,Sci-Fi,7.4,,,Cameron,Actor A,2021.0
1209.0,Movie 1209,Horror,4.3,,300.0,Spielberg,Actor C,2018.0
1210.0,Movie 1210,Comedy,8.2,150.0,300.0,Spielberg,Actor D,
1211.0,Movie 1211,Comedy,7.4,10.0,20.0,Rajamouli,Actor C,2015.0
1212.0,Movie 1212,Fantasy,5.9,30.0,20.0,Cameron,Actor C,2019.0
1213.0,Movie 1213,Sci-Fi,8.4,10.0,,Tarantino,Actor C,2016.0
1214.0,Movie 1214,Fantasy,5.7,30.0,20.0,Cameron,Actor E,2018.0
1215.0,Movie 1215,Thriller,7.3,30.0,600.0,Cameron,Actor E,
1216.0,Movie 1216,Thriller,,10.0,,Tarantino,Actor E,2018.0
1217.0,Movie 1217,Romance,6.2,100.0,20.0,,Actor A,2022.0
1218.0,Movie 1218,Fantasy,5.1,10.0,20.0,Rajamouli,Actor E,2020.0
1219.0,Movie 1219,Action,6.4,30.0,20.0,,Actor C,2016.0
1220.0,Movie 1220,Drama,4.4,100.0,20.0,Tarantino,Actor C,2019.0
1221.0,Movie 1221,Action,6.5,100.0,,Tarantino,Actor A,2019.0
1222.0,Movie 1222,Thriller,5.4,10.0,,Scorsese,Actor D,2019.0
1223.0,Movie 1223,Romance,3.7,60.0,300.0,Cameron,Actor B,2019.0
,Movie 1224,Thriller,6.1,,300.0,Tarantino,Actor B,2021.0
1225.0,Movie 1224,Sci-Fi,5.3,150.0,150.0,,Actor C,2016.0
1226.0,Movie 1226,Drama,5.2,150.0,80.0,Rajamouli,,2018.0
1227.0,Movie 1227,Action,4.3,60.0,80.0,Rajamouli,Actor B,2017.0
1228.0,Movie 1228,Romance,6.0,60.0,150.0,Nolan,Actor D,2017.0
1229.0,Movie 1229,Romance,6.5,150.0,80.0,Nolan,Actor E,2022.0
1230.0,Movie 1230,Action,8.2,,20.0,,Actor A,2018.0
1231.0,Movie 1231,Romance,9.3,30.0,600.0,Spielberg,Actor D,2022.0
1232.0,Movie 1232,Sci-Fi,5.6,,,Tarantino,,
1233.0,Movie 1233,Horror,7.6,150.0,150.0,Scorsese,,
1234.0,Movie 1234,Romance,6.6,30.0,80.0,Tarantino,Actor A,
1235.0,Movie 1235,Drama,,,300.0,Tarantino,Actor E,
1236.0,Movie 1236,Comedy,3.6,150.0,20.0,,Actor B,2017.0
1237.0,Movie 1237,Thriller,8.9,10.0,80.0,Nolan,Actor E,2016.0
1238.0,Movie 1238,Romance,4.3,150.0,80.0,Tarantino,Actor A,2015.0
1239.0,Movie 1239,Sci-Fi,5.3,,600.0,Scorsese,Actor D,2022.0
1240.0,Movie 1240,Romance,4.2,60.0,20.0,Spielberg,Actor E,2019.0
,Movie 1241,Drama,7.6,150.0,600.0,Tarantino,Actor B,2017.0
1242.0,Movie 1242,Drama,4.9,60.0,600.0,Rajamouli,,2017.0
1243.0,Movie 1243,Fantasy,8.9,30.0,,Scorsese,Actor E,2017.0
1244.0,Movie 1244,Thriller,3.9,100.0,20.0,Tarantino,Actor C,
1245.0,Movie 1245,Action,6.0,,600.0,Nolan,Actor D,2015.0
1246.0,Movie 1246,Fantasy,6.2,10.0,,Scorsese,Actor E,2016.0
1247.0,Movie 1247,Action,9.3,60.0,20.0,Rajamouli,Actor B,2018.0
1248.0,Movie 1248,Comedy,7.8,60.0,,Rajamouli,Actor C,2018.0
1249.0,Movie 1249,Sci-Fi,4.1,150.0,300.0,Nolan,Actor D,2021.0
1250.0,Movie 1249,Thriller,8.2,30.0,150.0,Nolan,Actor E,2022.0
1251.0,Movie 1251,Comedy,6.2,60.0,20.0,Tarantino,Actor E,2019.0
1252.0,Movie 1252,Romance,6.9,60.0,,Tarantino,Actor B,2016.0
1253.0,Movie 1253,Action,5.0,150.0,600.0,Tarantino,Actor C,
1254.0,Movie 1254,Horror,,10.0,150.0,Spielberg,Actor D,2021.0
1255.0,Movie 1255,Romance,7.4,,600.0,Scorsese,Actor D,
1256.0,Movie 1256,Fantasy,6.8,100.0,150.0,Spielberg,Actor E,2015.0
1257.0,Movie 1257,Drama,8.1,100.0,300.0,Scorsese,Actor A,2019.0
,Movie 1258,Comedy,4.1,150.0,20.0,Spielberg,Actor C,2022.0
1259.0,Movie 1259,Comedy,9.0,10.0,300.0,Scorsese,Actor B,2015.0
1260.0,Movie 1260,Drama,5.0,100.0,600.0,,Actor A,2016.0
1261.0,Movie 1261,Fantasy,6.0,100.0,150.0,Rajamouli,Actor C,2022.0
1262.0,Movie 1262,Horror,7.9,100.0,300.0,Scorsese,Actor C,2020.0
1263.0,Movie 1263,Fantasy,7.6,30.0,,Cameron,,2020.0
1264.0,Movie 1264,Sci-Fi,5.8,10.0,80.0,Tarantino,Actor E,2016.0
1265.0,Movie 1265,Comedy,5.1,10.0,300.0,Cameron,Actor C,2018.0
1266.0,Movie 1266,Romance,3.7,100.0,150.0,Nolan,Actor A,2015.0
1267.0,Movie 1267,Fantasy,9.3,30.0,150.0,Spielberg,Actor C,2016.0
1268.0,Movie 1268,Comedy,6.2,,150.0,,Actor E,2016.0
1269.0,Movie 1269,Action,9.1,30.0,300.0,Nolan,Actor B,2020.0
1270.0,Movie 1270,Drama,6.6,30.0,300.0,Rajamouli,Actor C,2022.0
1271.0,Movie 1271,Comedy,8.8,10.0,20.0,Cameron,Actor E,
1272.0,Movie 1272,Romance,6.8,60.0,80.0,Scorsese,,2017.0
1273.0,Movie 1273,Comedy,,,150.0,,Actor A,2022.0
1274.0,Movie 1274,Action,4.8,60.0,150.0,Cameron,Actor E,2020.0
,Movie 1274,Drama,6.9,150.0,300.0,Spielberg,Actor E,2016.0
1276.0,Movie 1276,Thriller,9.0,150.0,,Tarantino,,2015.0
1277.0,Movie 1277,Drama,4.6,10.0,150.0,Tarantino,Actor A,2021.0
1278.0,Movie 1278,Fantasy,6.2,60.0,300.0,Rajamouli,Actor A,2021.0
1279.0,Movie 1279,Fantasy,7.5,10.0,80.0,Tarantino,Actor D,2022.0
1280.0,Movie 1280,Drama,6.3,30.0,300.0,Tarantino,Actor D,2021.0
1281.0,Movie 1281,Fantasy,5.8,150.0,150.0,Cameron,Actor C,2016.0
1282.0,Movie 1282,Horror,4.7,60.0,600.0,Rajamouli,Actor D,2017.0
1283.0,Movie 1283,Action,7.6,30.0,300.0,,,2019.0
1284.0,Movie 1284,Horror,4.0,30.0,20.0,Cameron,Actor E,2016.0
1285.0,Movie 1285,Romance,6.1,,,Nolan,,2016.0
1286.0,Movie 1286,Sci-Fi,8.7,100.0,80.0,Spielberg,Actor C,2017.0
1287.0,Movie 1287,Action,4.3,100.0,600.0,,,2018.0
1288.0,Movie 1288,Action,7.7,30.0,20.0,Rajamouli,Actor B,2015.0
1289.0,Movie 1289,Sci-Fi,7.9,100.0,600.0,Cameron,,2017.0
1290.0,Movie 1290,Fantasy,9.5,60.0,300.0,Cameron,Actor D,
1291.0,Movie 1291,Drama,4.0,100.0,300.0,Rajamouli,Actor E,2017.0
,Movie 1292,Romance,,30.0,150.0,Tarantino,Actor B,2020.0
1293.0,Movie 1293,Romance,6.7,60.0,150.0,Tarantino,Actor C,2017.0
1294.0,Movie 1294,Sci-Fi,7.5,150.0,20.0,,Actor E,2017.0
1295.0,Movie 1295,Comedy,8.8,,600.0,Cameron,Actor A,2018.0
1296.0,Movie 1296,Action,3.8,,300.0,Cameron,Actor D,2017.0
1297.0,Movie 1297,Drama,7.5,100.0,600.0,,,2015.0
1298.0,Movie 1298,Thriller,9.1,,300.0,Spielberg,Actor A,
1299.0,Movie 1299,Horror,4.7,,150.0,Cameron,,2019.0
1300.0,Movie 1299,Thriller,5.5,,600.0,Rajamouli,,2022.0
1301.0,Movie 1301,Action,8.4,30.0,,Scorsese,Actor D,2016.0
1302.0,Movie 1302,Comedy,6.0,30.0,20.0,Nolan,Actor E,2016.0
1303.0,Movie 1303,Romance,8.6,10.0,600.0,Cameron,Actor A,2018.0
1304.0,Movie 1304,Sci-Fi,4.7,30.0,600.0,Rajamouli,,2016.0
1305.0,Movie 1305,Drama,7.9,10.0,150.0,Scorsese,Actor C,2018.0
1306.0,Movie 1306,Action,5.4,60.0,600.0,Scorsese,Actor A,2019.0
1307.0,Movie 1307,Horror,7.1,,,Spielberg,Actor B,2016.0
1308.0,Movie 1308,Romance,5.5,150.0,,Tarantino,Actor A,2017.0
,Movie 1309,Thriller,6.6,30.0,80.0,,Actor B,2022.0
1310.0,Movie 1310,Thriller,6.3,60.0,150.0,Tarantino,Actor D,2022.0
1311.0,Movie 1311,Drama,,150.0,300.0,Spielberg,Actor E,2016.0
1312.0,Movie 1312,Fantasy,9.4,,150.0,Scorsese,Actor A,2019.0
1313.0,Movie 1313,Drama,7.4,150.0,600.0,Nolan,,2019.0
1314.0,Movie 1314,Romance,7.5,30.0,80.0,Scorsese,Actor B,2018.0
1315.0,Movie 1315,Drama,7.7,10.0,,Cameron,Actor A,2016.0
1316.0,Movie 1316,Horror,5.5,60.0,,Nolan,Actor D,2015.0
1317.0,Movie 1317,Romance,8.7,60.0,150.0,Nolan,Actor C,2018.0
1318.0,Movie 1318,Thriller,4.1,150.0,20.0,Scorsese,Actor B,2019.0
1319.0,Movie 1319,Thriller,3.8,150.0,300.0,Scorsese,Actor C,2022.0
1320.0,Movie 1320,Fantasy,6.6,,300.0,Scorsese,Actor B,2021.0
1321.0,Movie 1321,Fantasy,8.0,100.0,300.0,,Actor D,2017.0
1322.0,Movie 1322,Drama,7.4,10.0,80.0,Spielberg,,2015.0
1323.0,Movie 1323,Comedy,9.2,30.0,80.0,Tarantino,Actor C,2022.0
1324.0,Movie 1324,Sci-Fi,4.4,10.0,600.0,Tarantino,Actor A,2021.0
1325.0,Movie 1324,Comedy,7.5,150.0,20.0,Scorsese,,2015.0
,Movie 1326,Comedy,8.5,10.0,300.0,Nolan,Actor B,2022.0
1327.0,Movie 1327,Sci-Fi,3.7,100.0,600.0,,Actor C,2015.0
1328.0,Movie 1328,Thriller,8.6,60.0,,,Actor D,2017.0
1329.0,Movie 1329,Thriller,5.5,150.0,300.0,Rajamouli,Actor D,2016.0
1330.0,Movie 1330,Action,,100.0,20.0,Spielberg,Actor E,2018.0
1331.0,Movie 1331,Action,6.3,10.0,20.0,Nolan,Actor E,2018.0
1332.0,Movie 1332,Horror,7.8,150.0,600.0,Scorsese,,2017.0
1333.0,Movie 1333,Thriller,4.9,60.0,20.0,Nolan,Actor B,2022.0
1334.0,Movie 1334,Action,4.4,150.0,600.0,Spielberg,Actor B,2016.0
1335.0,Movie 1335,Drama,6.8,30.0,,Cameron,Actor A,2021.0
1336.0,Movie 1336,Action,5.9,,80.0,,Actor E,2018.0
1337.0,Movie 1337,Drama,4.0,150.0,,Nolan,Actor D,2018.0
1338.0,Movie 1338,Horror,4.0,100.0,80.0,Nolan,Actor E,2020.0
1339.0,Movie 1339,Comedy,6.8,10.0,300.0,Scorsese,Actor D,2019.0
1340.0,Movie 1340,Horror,5.0,,600.0,Tarantino,Actor B,2020.0
1341.0,Movie 1341,Sci-Fi,7.8,10.0,150.0,Rajamouli,,2015.0
1342.0,Movie 1342,Action,4.9,30.0,20.0,Spielberg,Actor B,2016.0
