movie_id,title,genre,rating,budget_million,gross_million,director,lead_actor,release_year,profit
1242,Movie 2124,Fantasy,3.5,60.0,150.0,Scorsese,Actor B,2018,90.0
1243,Movie 2124,Action,9.1,10.0,600.0,Tarantino,Actor E,2022,590.0
1244,Movie 2126,Horror,5.1,10.0,80.0,Spielberg,Actor C,2022,70.0
1245,Movie 2127,Romance,8.2,30.0,300.0,Tarantino,Actor B,2016,270.0
1246,Movie 2128,Romance,6.48,100.0,600.0,Tarantino,Unknown,2018,500.0
1247,Movie 2129,Romance,4.2,60.0,150.0,Rajamouli,Actor C,2015,90.0
1248,Movie 213,Action,7.2,60.0,300.0,Unknown,Actor B,2019,240.0
1249,Movie 2130,Drama,7.9,10.0,0.0,Tarantino,Actor A,2021,-10.0
1250,Movie 2131,Sci-Fi,6.1,30.0,150.0,Scorsese,Actor C,2015,120.0
1251,Movie 2132,Action,8.2,30.0,600.0,Cameron,Actor A,2016,570.0
1252,Movie 2133,Horror,3.8,30.0,150.0,Scorsese,Actor C,2021,120.0
1253,Movie 2134,Thriller,4.6,30.0,20.0,Unknown,Actor B,2019,-10.0
1254,Movie 2135,Horror,9.3,100.0,300.0,Tarantino,Actor E,2018,200.0
1255,Movie 2136,Thriller,7.4,150.0,150.0,Nolan,Actor E,2018,0.0
1256,Movie 2137,Horror,5.0,100.0,300.0,Spielberg,Actor E,2017,200.0
1257,Movie 2138,Thriller,5.9,60.0,0.0,Rajamouli,Actor A,2021,-60.0
1258,Movie 2139,Comedy,5.7,150.0,300.0,Spielberg,Unknown,2020,150.0
1259,Movie 214,Thriller,6.2,60.0,300.0,Cameron,Actor D,2021,240.0
1260,Movie 2140,Fantasy,4.0,10.0,150.0,Spielberg,Actor C,2020,140.0
1261,Movie 2141,Romance,5.4,30.0,20.0,Tarantino,Unknown,2022,-10.0
1262,Movie 2142,Horror,3.6,150.0,20.0,Cameron,Actor C,2022,-130.0
1263,Movie 2143,Comedy,9.0,100.0,20.0,Nolan,Actor D,2016,-80.0
1264,Movie 2144,Fantasy,8.3,60.0,80.0,Scorsese,Unknown,2022,20.0
1265,Movie 2145,Sci-Fi,9.0,100.0,0.0,Spielberg,Actor B,2021,-100.0
1266,Movie 2146,Horror,6.4,150.0,0.0,Cameron,Actor C,2022,-150.0
1267,Movie 2147,Horror,6.42,100.0,0.0,Spielberg,Actor A,2016,-100.0
1268,Movie 2148,Romance,6.2,30.0,80.0,Scorsese,Actor B,2017,50.0
1269,Movie 2149,Fantasy,6.3,60.0,150.0,Unknown,Actor B,2016,90.0
1270,Movie 2149,Fantasy,5.6,150.0,0.0,Nolan,Actor A,2020,-150.0
1271,Movie 215,Drama,4.1,10.0,300.0,Rajamouli,Actor B,2016,290.0
1272,Movie 2151,Action,5.6,60.0,0.0,Tarantino,Actor E,2021,-60.0
1273,Movie 2152,Drama,4.9,10.0,150.0,Cameron,Actor C,2018,140.0
1274,Movie 2153,Comedy,5.1,10.0,0.0,Tarantino,Actor B,2016,-10.0
1275,Movie 2154,Sci-Fi,5.0,100.0,300.0,Unknown,Actor A,2016,200.0
1276,Movie 2155,Romance,8.4,60.0,300.0,Unknown,Unknown,2016,240.0
1277,Movie 2156,Horror,5.7,100.0,80.0,Tarantino,Actor C,2018,-20.0
1278,Movie 2157,Horror,7.2,150.0,600.0,Scorsese,Actor E,2022,450.0
1279,Movie 2158,Fantasy,6.3,30.0,150.0,Scorsese,Actor B,2015,120.0
1280,Movie 2159,Horror,9.5,60.0,300.0,Tarantino,Actor C,2019,240.0
1281,Movie 216,Horror,7.1,30.0,0.0,Unknown,Actor D,2019,-30.0
1282,Movie 2160,Romance,8.7,30.0,20.0,Nolan,Actor C,2021,-10.0
1283,Movie 2161,Romance,9.3,30.0,300.0,Scorsese,Actor A,2019,270.0
1284,Movie 2162,Thriller,5.7,60.0,150.0,Nolan,Actor C,2015,90.0
1285,Movie 2163,Drama,5.5,100.0,600.0,Unknown,Actor C,2017,500.0
1286,Movie 2164,Thriller,3.9,150.0,80.0,Rajamouli,Actor C,2016,-70.0
1287,Movie 2165,Sci-Fi,9.2,100.0,0.0,Nolan,Unknown,2018,-100.0
1288,Movie 2166,Thriller,6.52,60.0,300.0,Tarantino,Actor B,2017,240.0
1289,Movie 2167,Horror,7.5,60.0,80.0,Spielberg,Actor E,2017,20.0
1290,Movie 2168,Fantasy,8.1,100.0,20.0,Nolan,Actor A,2018,-80.0
1291,Movie 2169,Action,8.0,60.0,80.0,Scorsese,Actor B,2016,20.0
1292,Movie 217,Drama,8.5,10.0,600.0,Unknown,Actor D,2018,590.0
1293,Movie 2170,Sci-Fi,6.7,10.0,80.0,Unknown,Actor C,2017,70.0
1294,Movie 2171,Thriller,8.3,60.0,0.0,Spielberg,Actor A,2015,-60.0
1295,Movie 2172,Action,5.8,10.0,600.0,Scorsese,Actor B,2017,590.0
1296,Movie 2173,Romance,7.2,30.0,20.0,Nolan,Actor C,2018,-10.0
1297,Movie 2174,Horror,5.3,60.0,20.0,Scorsese,Unknown,2015,-40.0
1298,Movie 2174,Drama,8.4,150.0,20.0,Rajamouli,Actor D,2020,-130.0
1299,Movie 2176,Drama,6.7,30.0,80.0,Nolan,Actor B,2017,50.0
1300,Movie 2177,Romance,6.1,150.0,600.0,Rajamouli,Unknown,2018,450.0
1301,Movie 2178,Drama,9.4,60.0,20.0,Unknown,Unknown,2019,-40.0
1302,Movie 2179,Comedy,7.0,10.0,80.0,Spielberg,Actor B,2021,70.0
1303,Movie 218,Thriller,9.3,150.0,600.0,Nolan,Actor C,2022,450.0
1304,Movie 2180,Drama,8.4,30.0,300.0,Nolan,Actor D,2021,270.0
1305,Movie 2181,Comedy,8.2,60.0,150.0,Tarantino,Actor A,2018,90.0
1306,Movie 2182,Horror,6.9,60.0,80.0,Nolan,Actor B,2015,20.0
1307,Movie 2183,Horror,7.2,60.0,600.0,Rajamouli,Actor E,2018,540.0
1308,Movie 2184,Fantasy,4.2,60.0,80.0,Nolan,Actor A,2018,20.0
1309,Movie 2185,Horror,6.42,150.0,300.0,Rajamouli,Unknown,2021,150.0
1310,Movie 2186,Thriller,4.6,10.0,150.0,Rajamouli,Actor A,2022,140.0
1311,Movie 2187,Drama,5.9,30.0,80.0,Tarantino,Actor D,2017,50.0
1312,Movie 2188,Horror,8.4,30.0,600.0,Cameron,Actor E,2022,570.0
1313,Movie 2189,Fantasy,5.7,100.0,80.0,Unknown,Unknown,2017,-20.0
1314,Movie 219,Comedy,4.9,150.0,150.0,Cameron,Actor D,2020,0.0
1315,Movie 2190,Sci-Fi,9.1,150.0,150.0,Unknown,Actor D,2022,0.0
1316,Movie 2191,Comedy,6.0,30.0,80.0,Tarantino,Actor B,2020,50.0
1317,Movie 2192,Comedy,7.6,150.0,20.0,Scorsese,Actor E,2020,-130.0
1318,Movie 2193,Romance,8.3,10.0,300.0,Unknown,Actor B,2015,290.0
1319,Movie 2194,Thriller,7.9,150.0,600.0,Unknown,Actor A,2015,450.0
1320,Movie 2195,Sci-Fi,4.9,150.0,600.0,Spielberg,Actor B,2019,450.0
1321,Movie 2196,Action,7.9,10.0,80.0,Tarantino,Actor D,2019,70.0
1322,Movie 2197,Sci-Fi,5.2,60.0,150.0,Cameron,Actor E,2018,90.0
1323,Movie 2198,Horror,9.5,30.0,20.0,Cameron,Actor C,2017,-10.0
1324,Movie 2199,Sci-Fi,6.2,60.0,0.0,Nolan,Actor A,2022,-60.0
1325,Movie 22,Sci-Fi,7.5,100.0,150.0,Scorsese,Actor D,2017,50.0
1326,Movie 220,Action,4.3,60.0,80.0,Nolan,Unknown,2019,20.0
1327,Movie 2201,Comedy,8.6,60.0,150.0,Tarantino,Actor D,2018,90.0
1328,Movie 2202,Sci-Fi,7.9,10.0,20.0,Nolan,Actor A,2018,10.0
1329,Movie 2203,Sci-Fi,7.9,60.0,300.0,Rajamouli,Actor E,2021,240.0
1330,Movie 2204,Romance,6.48,10.0,150.0,Unknown,Actor A,2018,140.0
1331,Movie 2205,Comedy,6.0,150.0,150.0,Spielberg,Actor D,2020,0.0
1332,Movie 2206,Thriller,8.1,100.0,600.0,Spielberg,Actor C,2016,500.0
1333,Movie 2207,Comedy,5.9,30.0,0.0,Scorsese,Actor D,2016,-30.0
1334,Movie 2208,Sci-Fi,6.1,60.0,300.0,Spielberg,Actor C,2017,240.0
1335,Movie 2209,Fantasy,5.3,60.0,600.0,Spielberg,Actor E,2020,540.0
1336,Movie 221,Horror,6.5,30.0,0.0,Scorsese,Actor B,2019,-30.0
1337,Movie 2210,Thriller,6.5,60.0,150.0,Unknown,Actor E,2019,90.0
1338,Movie 2211,Action,5.3,150.0,20.0,Unknown,Actor E,2018,-130.0
1339,Movie 2212,Horror,3.6,10.0,0.0,Cameron,Actor D,2018,-10.0
1340,Movie 2213,Romance,7.5,30.0,0.0,Spielberg,Actor A,2020,-30.0
1341,Movie 2214,Thriller,8.7,60.0,300.0,Cameron,Unknown,2021,240.0
1342,Movie 2215,Thriller,3.6,150.0,20.0,Spielberg,Actor E,2015,-130.0
1343,Movie 2216,Action,7.3,150.0,0.0,Rajamouli,Actor A,2017,-150.0
1344,Movie 2217,Romance,5.4,60.0,20.0,Rajamouli,Actor A,2015,-40.0
1345,Movie 2218,Romance,5.3,30.0,80.0,Nolan,Actor A,2019,50.0
1346,Movie 2219,Romance,3.6,60.0,600.0,Scorsese,Actor D,2018,540.0
1347,Movie 222,Action,6.1,60.0,0.0,Spielberg,Actor C,2018,-60.0
1348,Movie 2220,Fantasy,6.1,10.0,0.0,Tarantino,Actor B,2018,-10.0
1349,Movie 2221,Romance,3.9,10.0,0.0,Nolan,Actor B,2017,-10.0
1350,Movie 2222,Fantasy,9.3,100.0,20.0,Scorsese,Actor E,2018,-80.0
1351,Movie 2223,Thriller,6.52,60.0,80.0,Rajamouli,Actor B,2017,20.0
1352,Movie 2224,Fantasy,5.1,60.0,20.0,Spielberg,Actor D,2016,-40.0
1353,Movie 2224,Comedy,8.1,60.0,80.0,Scorsese,Actor B,2021,20.0
1354,Movie 2226,Horror,6.1,100.0,80.0,Spielberg,Actor A,2015,-20.0
1355,Movie 2227,Action,6.9,60.0,0.0,Scorsese,Actor A,2017,-60.0
1356,Movie 2228,Horror,4.2,100.0,150.0,Nolan,Actor B,2016,50.0
1357,Movie 2229,Thriller,6.8,150.0,0.0,Nolan,Actor C,2017,-150.0
1358,Movie 223,Fantasy,6.7,10.0,80.0,Scorsese,Actor B,2018,70.0
1359,Movie 2230,Romance,3.9,150.0,150.0,Scorsese,Actor C,2017,0.0
1360,Movie 2231,Sci-Fi,8.0,100.0,0.0,Scorsese,Actor D,2018,-100.0
1361,Movie 2232,Comedy,5.2,60.0,600.0,Scorsese,Actor A,2022,540.0
1362,Movie 2233,Action,9.5,10.0,300.0,Tarantino,Unknown,2018,290.0
1363,Movie 2234,Thriller,8.8,100.0,0.0,Spielberg,Unknown,2018,-100.0
1364,Movie 2235,Drama,8.2,30.0,0.0,Unknown,Actor A,2016,-30.0
1365,Movie 2236,Action,4.2,60.0,0.0,Nolan,Actor C,2018,-60.0
1366,Movie 2237,Horror,8.9,60.0,20.0,Cameron,Actor A,2021,-40.0
1367,Movie 2238,Fantasy,5.7,60.0,150.0,Rajamouli,Actor A,2020,90.0
1368,Movie 2239,Fantasy,4.3,30.0,80.0,Tarantino,Actor A,2018,50.0
1369,Movie 224,Horror,6.7,10.0,0.0,Spielberg,Actor B,2016,-10.0
1370,Movie 224,Fantasy,7.8,60.0,300.0,Nolan,Actor C,2022,240.0
1371,Movie 2240,Romance,9.1,60.0,20.0,Scorsese,Actor B,2019,-40.0
1372,Movie 2241,Fantasy,8.5,60.0,80.0,Tarantino,Actor B,2018,20.0
1373,Movie 2242,Sci-Fi,6.64,30.0,600.0,Rajamouli,Actor C,2019,570.0
1374,Movie 2243,Horror,4.5,10.0,80.0,Spielberg,Actor C,2017,70.0
1375,Movie 2244,Thriller,4.8,30.0,600.0,Tarantino,Actor D,2017,570.0
1376,Movie 2245,Romance,5.1,60.0,20.0,Rajamouli,Actor D,2021,-40.0
1377,Movie 2246,Romance,7.6,60.0,300.0,Rajamouli,Actor B,2018,240.0
1378,Movie 2247,Action,5.8,60.0,20.0,Unknown,Actor A,2019,-40.0
1379,Movie 2248,Drama,7.0,60.0,300.0,Spielberg,Actor C,2017,240.0
1380,Movie 2249,Comedy,5.3,100.0,20.0,Rajamouli,Actor E,2018,-80.0
1381,Movie 2249,Fantasy,4.6,100.0,600.0,Nolan,Actor C,2022,500.0
1382,Movie 2251,Drama,5.1,150.0,20.0,Rajamouli,Actor B,2015,-130.0
1383,Movie 2252,Comedy,4.8,60.0,20.0,Scorsese,Unknown,2015,-40.0
1384,Movie 2253,Thriller,6.5,100.0,0.0,Cameron,Actor D,2018,-100.0
1385,Movie 2254,Action,5.5,60.0,0.0,Scorsese,Actor C,2020,-60.0
1386,Movie 2255,Action,7.0,150.0,300.0,Rajamouli,Actor A,2017,150.0
1387,Movie 2256,Romance,5.8,150.0,600.0,Scorsese,Unknown,2016,450.0
1388,Movie 2257,Fantasy,9.0,100.0,80.0,Unknown,Actor C,2016,-20.0
1389,Movie 2258,Comedy,7.8,30.0,20.0,Tarantino,Unknown,2021,-10.0
1390,Movie 2259,Comedy,3.7,60.0,20.0,Nolan,Actor C,2015,-40.0
1391,Movie 226,Action,9.3,60.0,20.0,Scorsese,Actor D,2019,-40.0
1392,Movie 2260,Comedy,4.2,10.0,0.0,Cameron,Unknown,2017,-10.0
1393,Movie 2261,Horror,6.42,150.0,150.0,Scorsese,Unknown,2017,0.0
1394,Movie 2262,Drama,6.7,10.0,150.0,Unknown,Actor E,2022,140.0
1395,Movie 2263,Fantasy,5.4,10.0,80.0,Unknown,Unknown,2018,70.0
1396,Movie 2264,Horror,7.0,30.0,0.0,Cameron,Actor B,2015,-30.0
1397,Movie 2265,Drama,7.3,60.0,600.0,Rajamouli,Actor E,2019,540.0
1398,Movie 2266,Fantasy,7.2,10.0,600.0,Unknown,Unknown,2019,590.0
1399,Movie 2267,Drama,8.3,10.0,300.0,Unknown,Actor E,2019,290.0
1400,Movie 2268,Action,4.4,60.0,300.0,Nolan,Actor C,2018,240.0
1401,Movie 2269,Sci-Fi,5.5,30.0,0.0,Nolan,Unknown,2017,-30.0
1402,Movie 227,Thriller,7.3,60.0,150.0,Unknown,Actor B,2020,90.0
1403,Movie 2270,Fantasy,4.5,150.0,300.0,Tarantino,Actor B,2022,150.0
1404,Movie 2271,Drama,5.9,10.0,80.0,Tarantino,Actor A,2019,70.0
1405,Movie 2272,Action,7.7,60.0,600.0,Rajamouli,Actor B,2019,540.0
1406,Movie 2273,Sci-Fi,5.5,30.0,300.0,Rajamouli,Unknown,2018,270.0
1407,Movie 2274,Romance,5.8,60.0,80.0,Cameron,Actor D,2016,20.0
1408,Movie 2274,Comedy,7.0,60.0,150.0,Rajamouli,Actor A,2017,90.0
1409,Movie 2276,Comedy,6.6,10.0,300.0,Cameron,Actor D,2022,290.0
1410,Movie 2277,Thriller,6.4,60.0,600.0,Unknown,Actor D,2015,540.0
1411,Movie 2278,Thriller,6.8,30.0,300.0,Rajamouli,Actor B,2018,270.0
1412,Movie 2279,Horror,5.4,10.0,80.0,Spielberg,Actor C,2018,70.0
1413,Movie 228,Sci-Fi,6.64,100.0,600.0,Scorsese,Actor E,2019,500.0
1414,Movie 2280,Horror,6.42,10.0,80.0,Rajamouli,Actor A,2016,70.0
1415,Movie 2281,Drama,8.5,10.0,300.0,Unknown,Actor C,2017,290.0
1416,Movie 2282,Sci-Fi,9.0,100.0,600.0,Spielberg,Unknown,2016,500.0
1417,Movie 2283,Comedy,6.5,60.0,300.0,Unknown,Unknown,2019,240.0
1418,Movie 2284,Fantasy,8.2,150.0,150.0,Scorsese,Actor E,2022,0.0
1419,Movie 2285,Sci-Fi,8.6,60.0,80.0,Rajamouli,Unknown,2017,20.0
1420,Movie 2286,Drama,4.5,60.0,0.0,Rajamouli,Unknown,2017,-60.0
1421,Movie 2287,Fantasy,4.0,30.0,300.0,Spielberg,Actor D,2018,270.0
1422,Movie 2288,Action,4.6,10.0,80.0,Spielberg,Actor E,2015,70.0
1423,Movie 2289,Thriller,8.5,10.0,300.0,Rajamouli,Actor E,2018,290.0
1424,Movie 229,Sci-Fi,6.0,150.0,150.0,Rajamouli,Actor B,2018,0.0
1425,Movie 2290,Horror,8.3,60.0,80.0,Scorsese,Actor B,2015,20.0
1426,Movie 2291,Fantasy,3.8,30.0,150.0,Unknown,Actor C,2018,120.0
1427,Movie 2292,Romance,9.2,60.0,20.0,Tarantino,Actor E,2016,-40.0
1428,Movie 2293,Comedy,3.5,30.0,300.0,Scorsese,Actor E,2016,270.0
1429,Movie 2294,Horror,8.5,30.0,600.0,Rajamouli,Unknown,2017,570.0
1430,Movie 2295,Fantasy,7.5,60.0,150.0,Spielberg,Actor E,2017,90.0
1431,Movie 2296,Action,6.7,60.0,20.0,Spielberg,Actor C,2018,-40.0
1432,Movie 2297,Drama,6.5,100.0,300.0,Nolan,Actor C,2017,200.0
1433,Movie 2298,Sci-Fi,6.2,100.0,0.0,Cameron,Actor B,2018,-100.0
1434,Movie 2299,Action,4.5,30.0,150.0,Cameron,Actor A,2018,120.0
1435,Movie 23,Comedy,4.9,100.0,300.0,Nolan,Actor C,2022,200.0
1436,Movie 230,Action,4.3,60.0,80.0,Unknown,Actor E,2016,20.0
1437,Movie 2301,Horror,8.8,150.0,300.0,Unknown,Actor D,2016,150.0
1438,Movie 2302,Fantasy,6.3,10.0,150.0,Rajamouli,Actor E,2019,140.0
1439,Movie 2303,Drama,4.0,150.0,0.0,Tarantino,Unknown,2022,-150.0
1440,Movie 2304,Drama,3.7,30.0,600.0,Rajamouli,Actor A,2020,570.0
1441,Movie 2305,Horror,9.3,60.0,20.0,Cameron,Actor A,2015,-40.0
1442,Movie 2306,Action,4.7,60.0,150.0,Unknown,Actor B,2016,90.0
1443,Movie 2307,Fantasy,9.4,60.0,600.0,Cameron,Unknown,2018,540.0
1444,Movie 2308,Drama,8.6,150.0,20.0,Unknown,Actor B,2015,-130.0
1445,Movie 2309,Romance,6.4,100.0,300.0,Rajamouli,Actor C,2015,200.0
1446,Movie 231,Horror,8.0,150.0,150.0,Scorsese,Actor D,2022,0.0
1447,Movie 2310,Thriller,8.7,10.0,0.0,Spielberg,Actor E,2018,-10.0
1448,Movie 2311,Thriller,7.3,150.0,600.0,Nolan,Unknown,2016,450.0
1449,Movie 2312,Horror,7.0,10.0,0.0,Cameron,Actor D,2018,-10.0
1450,Movie 2313,Horror,8.7,100.0,300.0,Scorsese,Actor B,2020,200.0
1451,Movie 2314,Comedy,3.7,10.0,0.0,Unknown,Actor E,2016,-10.0
1452,Movie 2315,Fantasy,7.7,30.0,20.0,Cameron,Actor D,2021,-10.0
1453,Movie 2316,Drama,4.2,60.0,600.0,Spielberg,Actor E,2022,540.0
1454,Movie 2317,Thriller,4.2,150.0,600.0,Nolan,Actor B,2019,450.0
1455,Movie 2318,Drama,6.47,150.0,20.0,Nolan,Actor D,2018,-130.0
1456,Movie 2319,Comedy,5.2,60.0,20.0,Tarantino,Actor A,2016,-40.0
1457,Movie 232,Horror,9.1,30.0,600.0,Nolan,Actor B,2022,570.0
1458,Movie 2320,Drama,9.3,60.0,0.0,Tarantino,Unknown,2021,-60.0
1459,Movie 2321,Action,6.0,150.0,80.0,Nolan,Actor B,2017,-70.0
1460,Movie 2322,Sci-Fi,6.9,60.0,0.0,Cameron,Actor C,2018,-60.0
1461,Movie 2323,Comedy,6.2,60.0,300.0,Spielberg,Actor B,2020,240.0
1462,Movie 2324,Fantasy,9.2,30.0,0.0,Scorsese,Actor E,2016,-30.0
1463,Movie 2324,Thriller,4.0,100.0,600.0,Rajamouli,Actor A,2020,500.0
1464,Movie 2326,Drama,8.0,100.0,300.0,Spielberg,Actor E,2016,200.0
1465,Movie 2327,Drama,7.4,60.0,0.0,Unknown,Actor C,2021,-60.0
1466,Movie 2328,Fantasy,4.6,60.0,0.0,Spielberg,Actor E,2019,-60.0
1467,Movie 2329,Action,7.8,150.0,300.0,Unknown,Actor A,2018,150.0
1468,Movie 233,Romance,9.4,60.0,80.0,Scorsese,Actor D,2017,20.0
1469,Movie 2330,Thriller,3.6,60.0,80.0,Spielberg,Actor D,2022,20.0
1470,Movie 2331,Sci-Fi,6.5,30.0,300.0,Scorsese,Actor A,2018,270.0
1471,Movie 2332,Romance,5.3,150.0,20.0,Spielberg,Actor A,2022,-130.0
1472,Movie 2333,Sci-Fi,7.9,60.0,300.0,Spielberg,Actor C,2022,240.0
1473,Movie 2334,Fantasy,6.4,100.0,0.0,Spielberg,Actor D,2018,-100.0
1474,Movie 2335,Action,6.7,150.0,20.0,Rajamouli,Actor C,2016,-130.0
1475,Movie 2336,Romance,6.1,60.0,20.0,Tarantino,Actor A,2019,-40.0
1476,Movie 2337,Romance,6.48,150.0,150.0,Unknown,Unknown,2017,0.0
1477,Movie 2338,Sci-Fi,6.7,30.0,0.0,Scorsese,Actor A,2018,-30.0
1478,Movie 2339,Horror,3.8,30.0,600.0,Scorsese,Unknown,2021,570.0
1479,Movie 234,Action,4.3,10.0,600.0,Spielberg,Actor D,2019,590.0
1480,Movie 2340,Drama,8.2,60.0,20.0,Unknown,Actor A,2015,-40.0
1481,Movie 2341,Romance,4.4,60.0,0.0,Nolan,Actor C,2018,-60.0
1482,Movie 2342,Thriller,3.6,60.0,20.0,Rajamouli,Actor D,2022,-40.0
1483,Movie 2343,Fantasy,8.4,60.0,0.0,Unknown,Actor A,2021,-60.0
1484,Movie 2344,Action,8.7,60.0,0.0,Spielberg,Actor B,2016,-60.0
1485,Movie 2345,Sci-Fi,3.6,60.0,150.0,Scorsese,Actor D,2020,90.0
1486,Movie 2346,Romance,6.3,10.0,20.0,Spielberg,Actor D,2018,10.0
1487,Movie 2347,Romance,6.1,150.0,150.0,Cameron,Actor B,2021,0.0
1488,Movie 2348,Fantasy,8.4,150.0,600.0,Tarantino,Actor B,2017,450.0
1489,Movie 2349,Comedy,9.3,30.0,20.0,Scorsese,Actor C,2021,-10.0
1490,Movie 235,Horror,9.1,10.0,150.0,Unknown,Actor B,2015,140.0
1491,Movie 2351,Romance,6.2,150.0,600.0,Rajamouli,Actor D,2019,450.0
1492,Movie 2352,Thriller,5.7,60.0,80.0,Tarantino,Unknown,2017,20.0
1493,Movie 2353,Romance,6.2,60.0,600.0,Unknown,Actor B,2018,540.0
1494,Movie 2354,Thriller,8.9,30.0,600.0,Rajamouli,Actor E,2022,570.0
1495,Movie 2355,Comedy,9.4,150.0,300.0,Tarantino,Actor E,2017,150.0
1496,Movie 2356,Thriller,6.52,150.0,300.0,Cameron,Unknown,2021,150.0
1497,Movie 2357,Romance,8.9,60.0,150.0,Cameron,Unknown,2018,90.0
1498,Movie 2358,Sci-Fi,7.5,150.0,80.0,Rajamouli,Actor A,2020,-70.0
1499,Movie 2359,Horror,9.2,30.0,600.0,Nolan,Actor B,2021,570.0
1500,Movie 236,Sci-Fi,9.3,10.0,600.0,Spielberg,Actor B,2021,590.0
1501,Movie 2360,Romance,4.0,10.0,0.0,Nolan,Actor C,2021,-10.0
1502,Movie 2361,Horror,6.5,10.0,80.0,Nolan,Actor B,2022,70.0
1503,Movie 2362,Thriller,7.1,30.0,600.0,Rajamouli,Actor E,2016,570.0
1504,Movie 2363,Sci-Fi,4.1,30.0,80.0,Scorsese,Unknown,2015,50.0
1505,Movie 2364,Sci-Fi,4.9,150.0,600.0,Nolan,Actor B,2017,450.0
1506,Movie 2365,Comedy,3.6,100.0,0.0,Cameron,Actor C,2022,-100.0
1507,Movie 2366,Comedy,3.8,60.0,150.0,Rajamouli,Unknown,2015,90.0
1508,Movie 2367,Action,4.4,60.0,600.0,Cameron,Actor A,2020,540.0
1509,Movie 2368,Sci-Fi,5.4,10.0,20.0,Cameron,Unknown,2017,10.0
1510,Movie 2369,Romance,5.5,100.0,20.0,Rajamouli,Actor C,2021,-80.0
1511,Movie 237,Fantasy,8.8,30.0,300.0,Rajamouli,Actor E,2019,270.0
1512,Movie 2370,Fantasy,5.3,60.0,20.0,Scorsese,Actor D,2022,-40.0
1513,Movie 2371,Comedy,4.9,10.0,150.0,Nolan,Actor C,2015,140.0
1514,Movie 2372,Horror,8.4,100.0,300.0,Nolan,Actor B,2021,200.0
1515,Movie 2373,Sci-Fi,7.5,10.0,150.0,Tarantino,Actor C,2016,140.0
1516,Movie 2374,Drama,6.47,100.0,300.0,Spielberg,Actor A,2018,200.0
1517,Movie 2374,Romance,7.6,30.0,20.0,Spielberg,Actor C,2022,-10.0
1518,Movie 2376,Fantasy,5.4,60.0,0.0,Rajamouli,Actor A,2020,-60.0
1519,Movie 2377,Horror,5.6,150.0,300.0,Unknown,Actor A,2019,150.0
1520,Movie 2378,Fantasy,5.5,30.0,300.0,Tarantino,Actor D,2015,270.0
1521,Movie 2379,Action,7.9,30.0,300.0,Rajamouli,Actor D,2018,270.0
1522,Movie 238,Horror,8.5,100.0,80.0,Nolan,Actor C,2021,-20.0
1523,Movie 2380,Comedy,7.4,100.0,0.0,Cameron,Actor C,2020,-100.0
1524,Movie 2381,Horror,3.9,60.0,150.0,Scorsese,Actor A,2017,90.0
1525,Movie 2382,Action,7.0,30.0,150.0,Rajamouli,Actor C,2018,120.0
1526,Movie 2383,Action,8.3,10.0,600.0,Unknown,Actor B,2017,590.0
1527,Movie 2384,Thriller,4.5,60.0,150.0,Cameron,Actor C,2021,90.0
1528,Movie 2385,Horror,8.1,60.0,20.0,Tarantino,Actor C,2015,-40.0
1529,Movie 2386,Fantasy,4.6,100.0,150.0,Tarantino,Unknown,2018,50.0
1530,Movie 2387,Action,7.1,100.0,150.0,Rajamouli,Actor C,2019,50.0
1531,Movie 2388,Fantasy,4.4,10.0,150.0,Cameron,Actor C,2016,140.0
1532,Movie 2389,Romance,8.9,30.0,80.0,Tarantino,Actor B,2021,50.0
1533,Movie 239,Action,8.3,100.0,300.0,Spielberg,Actor C,2021,200.0
1534,Movie 2390,Comedy,9.3,150.0,0.0,Spielberg,Actor C,2021,-150.0
1535,Movie 2391,Horror,5.0,100.0,80.0,Tarantino,Actor D,2015,-20.0
1536,Movie 2392,Action,7.3,60.0,150.0,Unknown,Unknown,2016,90.0
1537,Movie 2393,Action,6.2,150.0,80.0,Cameron,Actor E,2019,-70.0
1538,Movie 2394,Fantasy,6.51,100.0,80.0,Tarantino,Actor C,2021,-20.0
1539,Movie 2395,Thriller,6.8,30.0,300.0,Cameron,Actor C,2018,270.0
1540,Movie 2396,Thriller,5.0,10.0,300.0,Spielberg,Actor B,2021,290.0
1541,Movie 2397,Thriller,6.4,10.0,600.0,Nolan,Actor E,2020,590.0
1542,Movie 2398,Horror,6.0,10.0,600.0,Tarantino,Actor A,2022,590.0
1543,Movie 2399,Romance,6.1,60.0,0.0,Nolan,Actor D,2018,-60.0
1544,Movie 2399,Thriller,9.3,60.0,150.0,Nolan,Unknown,2021,90.0
1545,Movie 24,Drama,5.6,100.0,300.0,Tarantino,Actor A,2017,200.0
1546,Movie 240,Comedy,5.6,150.0,80.0,Cameron,Unknown,2018,-70.0
1547,Movie 2401,Fantasy,6.7,150.0,600.0,Scorsese,Actor C,2018,450.0
1548,Movie 2402,Sci-Fi,7.6,60.0,300.0,Spielberg,Actor D,2016,240.0
1549,Movie 2403,Fantasy,8.6,100.0,150.0,Cameron,Unknown,2018,50.0
1550,Movie 2404,Sci-Fi,5.8,30.0,0.0,Cameron,Actor B,2016,-30.0
1551,Movie 2405,Sci-Fi,5.1,150.0,300.0,Unknown,Actor E,2018,150.0
1552,Movie 2406,Thriller,6.2,150.0,150.0,Scorsese,Actor B,2018,0.0
